itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-00001,construction,Authority Approvals - Abu Dhabi Civil Defence,Abu Dhabi Civil Defence - Expedited Final Inspection - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for expedited final inspection requirements with Abu Dhabi Civil Defence, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.adcd.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03874,construction,Authority Approvals - MOEI,MOEI - Expedited Federal Infrastructure - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for expedited federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03875,construction,Authority Approvals - MOEI,MOEI - Expedited Federal Infrastructure - Pre-Application Consultation,"Prepare, coordinate, submit, track and close out the pre-application consultation process for expedited federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03876,construction,Authority Approvals - MOEI,MOEI - Expedited Federal Infrastructure - Renewal or Extension,"Prepare, coordinate, submit, track and close out the renewal or extension process for expedited federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03877,construction,Authority Approvals - MOEI,MOEI - Expedited Federal Infrastructure - Resubmission,"Prepare, coordinate, submit, track and close out the resubmission process for expedited federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03878,construction,Authority Approvals - MOEI,MOEI - Expedited Federal Infrastructure - Technical Review,"Prepare, coordinate, submit, track and close out the technical review process for expedited federal infrastructure requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03879,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Authority Witness Test,"Prepare, coordinate, submit, track and close out the authority witness test process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03880,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Closeout Submission,"Prepare, coordinate, submit, track and close out the closeout submission process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03881,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Comment Response,"Prepare, coordinate, submit, track and close out the comment response process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03882,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Completion Certificate,"Prepare, coordinate, submit, track and close out the completion certificate process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03883,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Document Preparation,"Prepare, coordinate, submit, track and close out the document preparation process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03884,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Final Approval,"Prepare, coordinate, submit, track and close out the final approval process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03885,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Initial Submission,"Prepare, coordinate, submit, track and close out the initial submission process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03886,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Inspection Request,"Prepare, coordinate, submit, track and close out the inspection request process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03887,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - NOC Application,"Prepare, coordinate, submit, track and close out the noc application process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
UAEREG-03888,construction,Authority Approvals - MOEI,MOEI - Expedited Transport - Permit Application,"Prepare, coordinate, submit, track and close out the permit application process for expedited transport requirements with MOEI, including document control, authority comments, meetings, revisions, resubmissions and approval records. | Code Ref: 01 41 00 / 01 33 00 | Spec: Project/Plot Reference: ___ | Jurisdiction: ___ | Service/Permit Name: ___ | Submission Portal: ___ | Required Documents: ___ | Review Fee: ___ | Connection/Inspection Fee: ___ | Target Submission Date: ___ | Approval Validity: ___ | Witness Requirement: ___ | Standard/Regulation: ___ | Remarks: Official authority reference: https://www.moei.gov.ae/ Exact service title, fees, forms, timelines and requirements must be verified at time of submission.",,item,,,,,,,
