itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
UAEREG-07995,construction,Authority Inspections and Witness Tests,Abu Dhabi Municipality / DMT - Reinspection - Fiber Test Witness,"Arrange, prepare for and attend reinspection fiber test witness with Abu Dhabi Municipality / DMT, including booking, prerecords, calibrated instruments, test team, corrective actions and signed results. | Code Ref: 01 45 00 | Spec: Inspection/Test Type: ___ | Location/System: ___ | Booking Reference: ___ | Date: ___ | Witness Officer: ___ | Calibrated Instruments: ___ | Acceptance Criteria: ___ | Result: ___ | Reinspection Required: ___ | Remarks: Official authority reference: https://www.dmt.gov.ae/ Authority attendance and acceptance criteria must be confirmed before testing.",,test,,,,,,,
UAEREG-09463,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Shop Drawings,"Prepare and submit shop drawings for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09464,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Technical Calculations,"Prepare and submit technical calculations for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09465,construction,Authority Submission Deliverables - Dubai Development Authority,Dubai Development Authority Structural Approval - Test Certificates,"Prepare and submit test certificates for structural approval approval by Dubai Development Authority, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://dda.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09466,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Application Form,"Prepare and submit application form for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09467,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - As-Built Drawings,"Prepare and submit as-built drawings for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09468,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Commissioning Report,"Prepare and submit commissioning report for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09469,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Compliance Statement,"Prepare and submit compliance statement for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09470,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Design Drawings,"Prepare and submit design drawings for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09471,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Material Submittal,"Prepare and submit material submittal for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09472,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Method Statement,"Prepare and submit method statement for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09473,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - NOC Package,"Prepare and submit noc package for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09474,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Permit Package,"Prepare and submit permit package for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09475,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Risk Assessment,"Prepare and submit risk assessment for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09476,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Shop Drawings,"Prepare and submit shop drawings for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09477,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Technical Calculations,"Prepare and submit technical calculations for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
UAEREG-09478,construction,Authority Submission Deliverables - Dubai Municipality,Dubai Municipality Building Completion - Test Certificates,"Prepare and submit test certificates for building completion approval by Dubai Municipality, including coordination, revisions, signatures, stamps and document register updates. | Code Ref: 01 41 00 / 01 33 00 | Spec: Deliverable Reference: ___ | Revision: ___ | Prepared By: ___ | Reviewed By: ___ | Signed/Stamped By: ___ | Format: ___ | Portal Requirement: ___ | Approval Status: ___ | Remarks: Official authority reference: https://www.dm.gov.ae/ Requirements are pattern-based and must be checked against the live authority portal.",,item,,,,,,,
