itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
BIMDD-00001,construction,BIM Models,Authoring - Architectural Model - LOD 100 - RVT,"Prepare, coordinate and submit LOD 100 architectural BIM model for authoring in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02533,construction,BIM Models,Update - Structural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 structural BIM model for update in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02534,construction,BIM Models,Update - Structural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 structural BIM model for update in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02535,construction,BIM Models,Update - Structural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 structural BIM model for update in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02536,construction,BIM Models,Update - Structural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 structural BIM model for update in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02537,construction,BIM Models,Coordination - Structural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02538,construction,BIM Models,Coordination - Structural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02539,construction,BIM Models,Coordination - Structural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02540,construction,BIM Models,Coordination - Structural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02541,construction,BIM Models,Coordination - Structural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02542,construction,BIM Models,Coordination - Structural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02543,construction,BIM Models,Coordination - Structural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02544,construction,BIM Models,Coordination - Structural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 structural BIM model for coordination in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02545,construction,BIM Models,Review - Structural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 structural BIM model for review in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02546,construction,BIM Models,Review - Structural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 structural BIM model for review in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02547,construction,BIM Models,Review - Structural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 structural BIM model for review in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02548,construction,BIM Models,Review - Structural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 structural BIM model for review in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02549,construction,BIM Models,Review - Structural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 structural BIM model for review in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02550,construction,BIM Models,Review - Structural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 structural BIM model for review in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02551,construction,BIM Models,Review - Structural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 structural BIM model for review in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02552,construction,BIM Models,Review - Structural Model - LOD 400 - PDF,"Prepare, coordinate and submit LOD 400 structural BIM model for review in PDF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02553,construction,BIM Models,Validation - Structural Model - LOD 400 - RVT,"Prepare, coordinate and submit LOD 400 structural BIM model for validation in RVT format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02554,construction,BIM Models,Validation - Structural Model - LOD 400 - IFC,"Prepare, coordinate and submit LOD 400 structural BIM model for validation in IFC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02555,construction,BIM Models,Validation - Structural Model - LOD 400 - NWC,"Prepare, coordinate and submit LOD 400 structural BIM model for validation in NWC format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02556,construction,BIM Models,Validation - Structural Model - LOD 400 - NWD,"Prepare, coordinate and submit LOD 400 structural BIM model for validation in NWD format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02557,construction,BIM Models,Validation - Structural Model - LOD 400 - DWG,"Prepare, coordinate and submit LOD 400 structural BIM model for validation in DWG format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02558,construction,BIM Models,Validation - Structural Model - LOD 400 - BCF,"Prepare, coordinate and submit LOD 400 structural BIM model for validation in BCF format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
BIMDD-02559,construction,BIM Models,Validation - Structural Model - LOD 400 - COBie,"Prepare, coordinate and submit LOD 400 structural BIM model for validation in COBie format including required metadata, parameters and QA checks. | Code Ref: 01 33 16 / OmniClass 23-11 31 | Spec: Software: ___ | Version: ___ | LOD: ___ | Format: ___ | BEP: ___ | EIR: ___ | Naming Standard: ___ | CDE: ___ | Remarks: Pattern-based digital deliverable. Populate software platform, exchange format, BEP, EIR and project standards during execution.",,model,,,,,,,
