itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-06514,plumbing,Piping Systems,Non-Potable Water - PPR - Pipe Sleeve - 250-400 mm,"Subcategory: Non-Potable Water | Supply, install, joint, support, identify, test and commission PPR pipe sleeve for non-potable water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | Identification Color: ___",,no.,,,,,,,
PLUMB-07787,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Reducing Tee - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater reducing tee for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07788,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Straight Pipe - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater straight pipe for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-07789,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Straight Pipe - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater straight pipe for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-07790,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Straight Pipe - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater straight pipe for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-07791,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Straight Pipe - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater straight pipe for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-07792,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Straight Pipe - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater straight pipe for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,LM,,,,,,,
PLUMB-07793,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Union - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater union for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07794,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Union - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater union for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07795,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Union - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater union for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07796,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Union - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater union for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07797,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Wall Flange - 125-200 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater wall flange for rainwater drainage, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07798,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Wall Flange - 15-25 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater wall flange for rainwater drainage, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07799,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Wall Flange - 250-400 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater wall flange for rainwater drainage, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07800,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Wall Flange - 32-50 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater wall flange for rainwater drainage, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07801,plumbing,Piping Systems,Rainwater Drainage - uPVC Rainwater - Wall Flange - 65-100 mm,"Subcategory: Rainwater Drainage | Supply, install, joint, support, identify, test and commission uPVC Rainwater wall flange for rainwater drainage, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Flow Capacity: ___ | Pressure/Vacuum Rating: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-07802,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 45 Degree Elbow - 125-200 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 45 degree elbow for rainwater reuse distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07803,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 45 Degree Elbow - 15-25 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 45 degree elbow for rainwater reuse distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07804,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 45 Degree Elbow - 250-400 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 45 degree elbow for rainwater reuse distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07805,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 45 Degree Elbow - 32-50 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 45 degree elbow for rainwater reuse distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07806,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 45 Degree Elbow - 65-100 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 45 degree elbow for rainwater reuse distribution, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07807,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 90 Degree Elbow - 125-200 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 90 degree elbow for rainwater reuse distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07808,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 90 Degree Elbow - 15-25 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 90 degree elbow for rainwater reuse distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07809,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 90 Degree Elbow - 250-400 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 90 degree elbow for rainwater reuse distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07810,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 90 Degree Elbow - 32-50 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 90 degree elbow for rainwater reuse distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07811,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - 90 Degree Elbow - 65-100 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 90 degree elbow for rainwater reuse distribution, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07812,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - Access Fitting - 125-200 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 access fitting for rainwater reuse distribution, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07813,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - Access Fitting - 15-25 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 access fitting for rainwater reuse distribution, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
PLUMB-07814,plumbing,Piping Systems,Rainwater Reuse Distribution - HDPE PE100 - Access Fitting - 32-50 mm,"Subcategory: Rainwater Reuse Distribution | Supply, install, joint, support, identify, test and commission HDPE PE100 access fitting for rainwater reuse distribution, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 14 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Water Quality: ___ | Pipe Standard: ___ | UV Resistance: ___",,no.,,,,,,,
