itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-10992,plumbing,Plumbing Fixtures,Accessible Bathtub - Accessible/PRM,"Subcategory: Baths | Supply, install, connect, seal, test and commission accessible/prm accessible bathtub, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11203,plumbing,Plumbing Fixtures,Double Bowl Kitchen Sink - Commercial Heavy Duty,"Subcategory: Sinks | Supply, install, connect, seal, test and commission commercial heavy duty double bowl kitchen sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11204,plumbing,Plumbing Fixtures,Double Bowl Kitchen Sink - Low-Flow/Water Efficient,"Subcategory: Sinks | Supply, install, connect, seal, test and commission low-flow/water efficient double bowl kitchen sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11205,plumbing,Plumbing Fixtures,Double Bowl Kitchen Sink - Sensor Operated,"Subcategory: Sinks | Supply, install, connect, seal, test and commission sensor operated double bowl kitchen sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11206,plumbing,Plumbing Fixtures,Double Bowl Kitchen Sink - Standard Grade,"Subcategory: Sinks | Supply, install, connect, seal, test and commission standard grade double bowl kitchen sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11207,plumbing,Plumbing Fixtures,Janitor Sink - Accessible/PRM,"Subcategory: Sinks | Supply, install, connect, seal, test and commission accessible/prm janitor sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11208,plumbing,Plumbing Fixtures,Janitor Sink - Commercial Heavy Duty,"Subcategory: Sinks | Supply, install, connect, seal, test and commission commercial heavy duty janitor sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11209,plumbing,Plumbing Fixtures,Janitor Sink - Low-Flow/Water Efficient,"Subcategory: Sinks | Supply, install, connect, seal, test and commission low-flow/water efficient janitor sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11210,plumbing,Plumbing Fixtures,Janitor Sink - Sensor Operated,"Subcategory: Sinks | Supply, install, connect, seal, test and commission sensor operated janitor sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11211,plumbing,Plumbing Fixtures,Janitor Sink - Standard Grade,"Subcategory: Sinks | Supply, install, connect, seal, test and commission standard grade janitor sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11212,plumbing,Plumbing Fixtures,Laboratory Sink - Accessible/PRM,"Subcategory: Sinks | Supply, install, connect, seal, test and commission accessible/prm laboratory sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11213,plumbing,Plumbing Fixtures,Laboratory Sink - Commercial Heavy Duty,"Subcategory: Sinks | Supply, install, connect, seal, test and commission commercial heavy duty laboratory sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11214,plumbing,Plumbing Fixtures,Laboratory Sink - Low-Flow/Water Efficient,"Subcategory: Sinks | Supply, install, connect, seal, test and commission low-flow/water efficient laboratory sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11215,plumbing,Plumbing Fixtures,Laboratory Sink - Sensor Operated,"Subcategory: Sinks | Supply, install, connect, seal, test and commission sensor operated laboratory sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11216,plumbing,Plumbing Fixtures,Laboratory Sink - Standard Grade,"Subcategory: Sinks | Supply, install, connect, seal, test and commission standard grade laboratory sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11217,plumbing,Plumbing Fixtures,Mop Sink - Accessible/PRM,"Subcategory: Sinks | Supply, install, connect, seal, test and commission accessible/prm mop sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11218,plumbing,Plumbing Fixtures,Mop Sink - Commercial Heavy Duty,"Subcategory: Sinks | Supply, install, connect, seal, test and commission commercial heavy duty mop sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11219,plumbing,Plumbing Fixtures,Mop Sink - Low-Flow/Water Efficient,"Subcategory: Sinks | Supply, install, connect, seal, test and commission low-flow/water efficient mop sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11220,plumbing,Plumbing Fixtures,Mop Sink - Sensor Operated,"Subcategory: Sinks | Supply, install, connect, seal, test and commission sensor operated mop sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11221,plumbing,Plumbing Fixtures,Mop Sink - Standard Grade,"Subcategory: Sinks | Supply, install, connect, seal, test and commission standard grade mop sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11222,plumbing,Plumbing Fixtures,Pot Wash Sink - Accessible/PRM,"Subcategory: Sinks | Supply, install, connect, seal, test and commission accessible/prm pot wash sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11223,plumbing,Plumbing Fixtures,Pot Wash Sink - Commercial Heavy Duty,"Subcategory: Sinks | Supply, install, connect, seal, test and commission commercial heavy duty pot wash sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11224,plumbing,Plumbing Fixtures,Pot Wash Sink - Low-Flow/Water Efficient,"Subcategory: Sinks | Supply, install, connect, seal, test and commission low-flow/water efficient pot wash sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11225,plumbing,Plumbing Fixtures,Pot Wash Sink - Sensor Operated,"Subcategory: Sinks | Supply, install, connect, seal, test and commission sensor operated pot wash sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11226,plumbing,Plumbing Fixtures,Pot Wash Sink - Standard Grade,"Subcategory: Sinks | Supply, install, connect, seal, test and commission standard grade pot wash sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11227,plumbing,Plumbing Fixtures,Service Sink - Accessible/PRM,"Subcategory: Sinks | Supply, install, connect, seal, test and commission accessible/prm service sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11228,plumbing,Plumbing Fixtures,Service Sink - Commercial Heavy Duty,"Subcategory: Sinks | Supply, install, connect, seal, test and commission commercial heavy duty service sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11229,plumbing,Plumbing Fixtures,Service Sink - Low-Flow/Water Efficient,"Subcategory: Sinks | Supply, install, connect, seal, test and commission low-flow/water efficient service sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11230,plumbing,Plumbing Fixtures,Service Sink - Sensor Operated,"Subcategory: Sinks | Supply, install, connect, seal, test and commission sensor operated service sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
PLUMB-11231,plumbing,Plumbing Fixtures,Service Sink - Standard Grade,"Subcategory: Sinks | Supply, install, connect, seal, test and commission standard grade service sink, complete with fixture, fittings, traps, wastes, supports, sealants and connection accessories. | Code Ref: 22 42 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Fixture Type: ___ | Material/Finish: ___ | Dimensions: ___ | Flow/Flush Rate: ___ | Mounting: ___ | Standard/Approval: ___",,no.,,,,,,,
