itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-09514,plumbing,Piping Systems,Sewage Rising Main - HDPE PE100 - Mechanical Joint - 125-200 mm,"Subcategory: Sewage Rising Main | Supply, install, joint, support, identify, test and commission HDPE PE100 mechanical joint for sewage rising main, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 29 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | Joint Type: ___ | Surge Allowance: ___",,no.,,,,,,,
PLUMB-10242,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Cleanout Fitting - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10243,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Cleanout Fitting - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10244,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Cleanout Fitting - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure cleanout fitting for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10245,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Concentric Reducer - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10246,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Concentric Reducer - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10247,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Concentric Reducer - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10248,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Concentric Reducer - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10249,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Concentric Reducer - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure concentric reducer for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10250,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Coupling - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10251,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Coupling - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10252,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Coupling - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10253,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Coupling - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10254,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Coupling - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure coupling for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10255,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Dismantling Joint - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10256,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Dismantling Joint - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10257,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Dismantling Joint - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10258,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Dismantling Joint - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10259,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Dismantling Joint - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure dismantling joint for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10260,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Eccentric Reducer - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10261,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Eccentric Reducer - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10262,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Eccentric Reducer - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10263,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Eccentric Reducer - 32-50 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for swimming pool circulation, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10264,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - Eccentric Reducer - 65-100 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for swimming pool circulation, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10265,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - End Cap - 125-200 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for swimming pool circulation, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10266,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - End Cap - 15-25 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for swimming pool circulation, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-10267,plumbing,Piping Systems,Swimming Pool Circulation - uPVC Pressure - End Cap - 250-400 mm,"Subcategory: Swimming Pool Circulation | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for swimming pool circulation, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 51 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Chlorine Resistance: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
