itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-11396,plumbing,Valves and Piping Specialties,Domestic Cold Water - Air Release Valve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, test and commission air release valve for domestic cold water, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12081,plumbing,Valves and Piping Specialties,Hot Water Return - Float Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission float valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12082,plumbing,Valves and Piping Specialties,Hot Water Return - Float Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission float valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12083,plumbing,Valves and Piping Specialties,Hot Water Return - Float Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission float valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12084,plumbing,Valves and Piping Specialties,Hot Water Return - Flow Limiting Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flow limiting valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12085,plumbing,Valves and Piping Specialties,Hot Water Return - Flow Limiting Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flow limiting valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12086,plumbing,Valves and Piping Specialties,Hot Water Return - Flow Limiting Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flow limiting valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12087,plumbing,Valves and Piping Specialties,Hot Water Return - Flow Limiting Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flow limiting valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12088,plumbing,Valves and Piping Specialties,Hot Water Return - Flow Limiting Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission flow limiting valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12089,plumbing,Valves and Piping Specialties,Hot Water Return - Foot Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission foot valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12090,plumbing,Valves and Piping Specialties,Hot Water Return - Foot Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission foot valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12091,plumbing,Valves and Piping Specialties,Hot Water Return - Foot Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission foot valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12092,plumbing,Valves and Piping Specialties,Hot Water Return - Foot Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission foot valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12093,plumbing,Valves and Piping Specialties,Hot Water Return - Foot Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission foot valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12094,plumbing,Valves and Piping Specialties,Hot Water Return - Gate Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission gate valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12095,plumbing,Valves and Piping Specialties,Hot Water Return - Gate Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission gate valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12096,plumbing,Valves and Piping Specialties,Hot Water Return - Gate Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission gate valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12097,plumbing,Valves and Piping Specialties,Hot Water Return - Gate Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission gate valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12098,plumbing,Valves and Piping Specialties,Hot Water Return - Gate Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission gate valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12099,plumbing,Valves and Piping Specialties,Hot Water Return - Globe Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission globe valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12100,plumbing,Valves and Piping Specialties,Hot Water Return - Globe Valve - 15-25 mm,"Subcategory: Hot Water Return | Supply, install, test and commission globe valve for hot water return, size band 15-25 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12101,plumbing,Valves and Piping Specialties,Hot Water Return - Globe Valve - 250-400 mm,"Subcategory: Hot Water Return | Supply, install, test and commission globe valve for hot water return, size band 250-400 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12102,plumbing,Valves and Piping Specialties,Hot Water Return - Globe Valve - 32-50 mm,"Subcategory: Hot Water Return | Supply, install, test and commission globe valve for hot water return, size band 32-50 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12103,plumbing,Valves and Piping Specialties,Hot Water Return - Globe Valve - 65-100 mm,"Subcategory: Hot Water Return | Supply, install, test and commission globe valve for hot water return, size band 65-100 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
PLUMB-12104,plumbing,Valves and Piping Specialties,Hot Water Return - Motorized Control Valve - 125-200 mm,"Subcategory: Hot Water Return | Supply, install, test and commission motorized control valve for hot water return, size band 125-200 mm, complete with mating connections, supports, identification tag and all required accessories. | Code Ref: 22 05 23 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Size: ___ | Body Material: ___ | Pressure Class: ___ | End Connection: ___ | Operator/Actuator: ___ | Standard: ___",,no.,,,,,,,
