itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-00514,plumbing,Piping Systems,Compressed Air - Aluminum Modular Air Pipe - 45 Degree Elbow - 15-25 mm,"Subcategory: Compressed Air | Supply, install, joint, support, identify, test and commission Aluminum Modular Air Pipe 45 degree elbow for compressed air, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 61 13 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Working Pressure: ___ | Air Quality Class: ___ | Pipe Standard: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-01816,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flange Adaptor - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flange adaptor for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01817,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flange Adaptor - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flange adaptor for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01818,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flange Adaptor - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flange adaptor for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01819,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flexible Connector - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flexible connector for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01820,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flexible Connector - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flexible connector for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01821,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flexible Connector - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flexible connector for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01822,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flexible Connector - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flexible connector for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01823,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Flexible Connector - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX flexible connector for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01824,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Mechanical Joint - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX mechanical joint for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01825,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Mechanical Joint - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX mechanical joint for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01826,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Mechanical Joint - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX mechanical joint for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01827,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Mechanical Joint - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX mechanical joint for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01828,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Mechanical Joint - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX mechanical joint for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01829,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Pipe Sleeve - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX pipe sleeve for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01830,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Pipe Sleeve - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX pipe sleeve for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01831,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Pipe Sleeve - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX pipe sleeve for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01832,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Pipe Sleeve - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX pipe sleeve for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01833,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Pipe Sleeve - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX pipe sleeve for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01834,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Puddle Flange - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX puddle flange for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01835,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Puddle Flange - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX puddle flange for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01836,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Puddle Flange - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX puddle flange for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01837,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Puddle Flange - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX puddle flange for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01838,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Puddle Flange - 65-100 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX puddle flange for domestic cold water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01839,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Reducing Tee - 125-200 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX reducing tee for domestic cold water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01840,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Reducing Tee - 15-25 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX reducing tee for domestic cold water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01841,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Reducing Tee - 250-400 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX reducing tee for domestic cold water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
PLUMB-01842,plumbing,Piping Systems,Domestic Cold Water - Multilayer PEX-AL-PEX - Reducing Tee - 32-50 mm,"Subcategory: Domestic Cold Water | Supply, install, joint, support, identify, test and commission Multilayer PEX-AL-PEX reducing tee for domestic cold water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 11 16 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Temperature: ___ | Pipe Standard: ___ | Joint Type: ___ | Approval: ___",,no.,,,,,,,
