itemCode,discipline,category,description,specification,quantity,unit,supplier,cost,margin,sellingRate,manufacturer,brand,model
PLUMB-03514,plumbing,Piping Systems,Greywater Distribution - uPVC Pressure - 90 Degree Elbow - 250-400 mm,"Subcategory: Greywater Distribution | Supply, install, joint, support, identify, test and commission uPVC Pressure 90 degree elbow for greywater distribution, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 22 13 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Treatment Class: ___ | Pipe Standard: ___ | Identification: ___",,no.,,,,,,,
PLUMB-04608,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Eccentric Reducer - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04609,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Eccentric Reducer - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04610,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Eccentric Reducer - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04611,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Eccentric Reducer - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure eccentric reducer for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04612,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - End Cap - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04613,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - End Cap - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04614,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - End Cap - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04615,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - End Cap - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04616,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - End Cap - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure end cap for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04617,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Equal Tee - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04618,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Equal Tee - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04619,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Equal Tee - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04620,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Equal Tee - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04621,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Equal Tee - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure equal tee for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04622,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Expansion Joint - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04623,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Expansion Joint - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04624,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Expansion Joint - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04625,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Expansion Joint - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04626,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Expansion Joint - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure expansion joint for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04627,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flange Adaptor - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04628,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flange Adaptor - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04629,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flange Adaptor - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04630,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flange Adaptor - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04631,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flange Adaptor - 65-100 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flange adaptor for irrigation water, nominal size band 65-100 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04632,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flexible Connector - 125-200 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for irrigation water, nominal size band 125-200 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04633,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flexible Connector - 15-25 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for irrigation water, nominal size band 15-25 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04634,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flexible Connector - 250-400 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for irrigation water, nominal size band 250-400 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
PLUMB-04635,plumbing,Piping Systems,Irrigation Water - uPVC Pressure - Flexible Connector - 32-50 mm,"Subcategory: Irrigation Water | Supply, install, joint, support, identify, test and commission uPVC Pressure flexible connector for irrigation water, nominal size band 32-50 mm, complete with compatible fittings, jointing materials and accessories. | Code Ref: 32 84 00 / OmniClass Table 23 (indicative) | CSI: https://crmservice.csinet.org/widgets/masterformat/numbersandtitles.aspx | Spec: Pressure Rating: ___ | Pipe Standard: ___ | UV Resistance: ___ | Joint Type: ___",,no.,,,,,,,
